AQI,CO,PM10,PM25
45.15653236,271.6,21.3,17
43.57411477,276.4,26.3,21
51.78705739,281.3,37.5,30
57.89401709,250,40,32
67.95115995,218.7,48.8,39
67.97948718,187.3,42.5,34
69.995116,173.9,45,36
71.0007326,160.5,45,36
52.4986569,147.1,21.3,17
47.24884005,164.6,26.3,21
53.62295482,182.1,37.5,30
58.81269841,199.6,40,32
68.41172161,174.5,48.8,39
68.20903541,149.4,42.5,34
62.1040293,124.3,35,28
67.05299145,117.1,45,36
92.53137973,109.9,73.8,59
98.27008547,102.7,65,52
95.13748474,104.9,57.5,46
70.56556777,107,28.8,23
83.29035409,109.1,60,48
105.5466015,168.7,81.3,65
125.2828653,228.2,96.3,77
163.9980813,287.7,167.5,134
158.4315367,363.6,105,84
145.6760277,439.5,78.8,63
132.011396,515.3,76.3,61
125.1774522,455.8,76.3,61
117.5881156,396.3,70,56
115.4619455,336.7,72.5,58
108.5653236,285.8,63.8,51
102.6210826,234.8,60,48
99.57264957,183.8,60,48
97.78217338,194.1,60,48
98.88449328,204.5,62.5,50
97.88562683,214.8,60,48
101.5692333,201.9,66.3,53
105.8118176,189.1,77.5,62
107.849973,176.2,73.8,59
109.4278997,161.7,73.8,59
108.7678,147.1,67.5,54
104.3942102,132.5,56.3,45
99.05960957,137.9,53.8,43
95.63962858,143.4,55,44
72.39072039,148.8,33.8,27
60.18949939,171,30,24
67.09157509,193.2,46.3,37
83.54627595,215.3,62.5,50
65.76605617,217.7,30,24
52.87277167,220,25,20
50.42783883,222.4,30,24
46.2046398,216.1,26.3,21
47.09499389,209.9,30,24
40.54065934,203.7,21.3,17
36.26373626,197.5,20,16
35.12527473,191.2,21.3,17
38.56117216,185,26.3,21
46.28131868,198.2,33.8,27
42.80642735,211.5,24.6,19.67
40.68988565,224.7,23.8,19
43.66808038,213.2,30,24
44.62271443,201.7,28.8,23
41.91691698,190.3,23.8,19
41.95076562,175.9,26.3,21
43.59892279,161.5,28.8,23
43.76997915,147.1,27.5,22
43.07850771,145.3,26.3,21
46.4197618,143.6,33.8,27
49.70788604,141.8,35,28
55.08092596,176.6,38.8,31
83.57069597,211.5,68.8,55
108.1644282,246.3,85,68
121.5917786,253.3,88.8,71
114.969068,260.3,68.8,55
104.1566952,267.3,57.5,46
114.5873016,260.3,81.3,65
118.1351241,253.3,78.8,63
127.4110704,246.3,90,72
120.3797314,233.2,72.5,58
107.6939357,220.2,58.8,47
103.017908,207.2,61.3,49
108.9909469,213.6,72.5,58
105.1255855,220,61.3,49
108.06153,226.4,72.5,58
108.114938,206.6,68.8,55
101.0512859,186.8,55,44
104.5489732,166.9,70,56
91.52196371,159.5,47.5,38
81.36361416,152.1,45,36
71.33031651,144.7,37.5,30
68.74820547,149.2,41.3,33
62.16019536,153.7,35,28
66.07667888,158.2,43.8,35
79.03540904,232.9,57.5,46
104.6015466,307.6,82.5,66
137.3076923,382.3,115,92
159.7854526,440.4,143.8,115
148.0870981,498.6,80,64
140.7130647,556.8,87.5,70
130.3614164,572.1,77.5,62
132.6878307,587.5,88.8,71
131.3516484,602.9,85,68
151.0092447,542.7,117.5,94
154.0814582,482.6,112.5,90
148.1025641,422.5,90,72
149.0923141,386.9,100,80
147.9799686,351.3,97.5,78
149.6739574,315.7,101.3,81
133.4679434,262.6,70,56
115.1920148,209.5,61.3,49
108.7110092,156.4,63.8,51
102.5969465,144.3,60,48
93.35482295,132.3,52.5,42
85.67032967,120.2,48.8,39
81.82173382,125.5,48.8,39
87.9003663,130.7,58.8,47
85.94285714,136,52.5,42
85.96239316,236.7,53.8,43
109.1489621,337.5,85,68
117.4382707,438.3,86.3,69
151.1622187,486.5,126.3,101
162.0151753,534.8,140,112
160.2968777,583,115,92
161.2241409,606.9,121.3,97
166.6895168,630.9,138.8,111
169.7796965,654.8,140,112
175.2543171,602.1,153.8,123
179.41985,549.4,158.8,127
166.4993895,496.6,106.3,85
164.4616375,440,120,96
161.5096446,383.4,113.8,91
159.7919009,326.8,105,84
157.6584406,266.3,106.3,85
154.820289,205.8,101.3,81
130.95523,145.3,66.3,53
102.964998,133.3,43.8,35
87.76068376,121.2,45,36
62.85763126,109.1,23.8,19
57.40512821,113,32.5,26
51.67716728,116.9,28.8,23
57.82564103,120.8,40,32
85.9032967,173.5,71.3,57
114.956451,226.2,93.8,75
164.2813536,279,176.3,141
187.1475667,245.9,205,164
196.7948718,212.8,198.8,159
196.2625153,179.7,180,144
192.4256061,163.4,167.5,134
187.6492238,147.1,157.5,126
177.7606838,130.7,131.3,105
192.8206872,135.6,201.3,161
195.3497296,140.5,183.8,147
183.3959533,145.3,137.5,110
174.2018141,168.3,126.3,101
172.9626189,191.2,127.5,102
168.5506992,214.2,122.5,98
164.7548587,178.8,117.5,94
151.5900924,143.4,82.5,66
118.5006105,108,50,40
100.0643061,102.3,48.8,39
79.01489621,96.7,36.3,29
68.48888889,91,36.3,29
56.21050061,94,27.5,22
44.07326007,96.9,20,16
44.01514042,99.8,27.5,22
50.98998779,119.6,36.3,29
73.48180708,139.5,60,48
100.6105006,159.3,80,64
122.8017908,151.7,96.3,77
96.67301587,144.1,41.3,33
76.33357753,136.6,35,28
56.16166056,130.1,22.5,18
48.07863248,123.7,25,20
41.03638584,117.3,21.3,17
45.51892552,113,31.3,25
60.76483516,108.7,47.5,38
68.38632479,104.5,47.5,38
63.19316239,107.4,36.3,29
65.59316239,110.3,42.5,34
77.79194139,113.2,56.3,45
83.88815629,114.4,56.3,45
69.94285714,115.6,35,28
64.97191697,116.7,37.5,30
55.48717949,116.9,28.8,23
53.74505495,117.1,32.5,26
48.87374847,117.3,27.5,22
46.43614164,121.2,27.5,22
51.21562882,125.1,35,28
56.60610501,129,38.8,31
73.30695971,137.5,56.3,45
103.0512821,146.1,83.8,67
128.1998372,154.7,102.5,82
118.2686203,147.7,68.8,55
95.96288156,140.6,43.8,35
78.98168498,133.6,38.8,31
64.49133089,122.9,31.3,25
52.24420024,112.2,25,20
44.12112332,101.5,22.5,18
40.05958486,99,22.5,18
40.02783883,96.5,25,20
44.01221001,94,30,24
43.0002442,102.7,26.3,21
52.16125031,111.5,38.3,30.67
60.06890354,120.2,42.5,34
48.18098519,119.8,22.5,18
45.34495249,119.4,26.3,21
43.76629258,119.1,26.3,21
41.99163729,119.1,25,20
47.64582674,119.1,33.8,27
44.04870355,119.1,25,20
42.14434422,126.4,25,20
45.84340572,133.8,31.3,25
56.27460294,141.2,42.5,34
88.50728694,158.5,75,60
107.7183557,175.9,81.3,65
123.033781,193.2,91.3,73
119.8587709,207.2,75,60
114.9365079,221.2,70,56
114.1424501,235.2,72.5,58
96.48986569,207,47.5,38
72.24420024,178.8,30,24
90.13040293,150.6,67.5,54
95.07252747,140.6,62.5,50
89.54041514,130.7,52.5,42
69.76800977,120.8,31.3,25
56.87472527,135.8,27.5,22
52.42735043,150.8,30,24
56.2031746,165.7,37.5,30
48.09181929,175.1,25,20
51.03882784,184.4,33.8,27
51.51159951,193.8,32.5,26
59.75482295,188.5,42.5,34
57.87838828,183.3,35,28
49.93113553,178,26.3,21
52.96019536,174.5,35,28
59.19700341,171,42.5,34
70.24273504,167.5,50,40
86.12844933,180.5,63.8,51
95.07106227,193.6,65,52
117.1216931,206.6,91.3,73
136.0736671,214.8,103.8,83
128.8774929,222.9,78.8,63
136.1155881,231.1,95,76
148.0683761,239.3,107.5,86
155.6635269,247.4,121.3,97
151.7652189,255.6,96.3,77
120.3956044,243,52.5,42
126.038258,230.3,86.3,69
114.6882377,217.7,65,52
104.009768,207.2,57.5,46
101.1709402,196.7,61.3,49
97.6962149,186.2,58.8,47
87.83736264,176.8,48.8,39
95.91599512,167.5,65,52
95.95115995,158.2,60,48
89.96483516,151.5,52.5,42
71.96532357,144.9,33.8,27
64.97094017,138.3,36.3,29
65.48327228,136.2,41.3,33
66.85199689,134,42.5,34
66.43536502,131.9,41.3,33
72.95460794,221.4,50,40
84.03375399,310.9,60,48
134.4228734,400.3,123.8,99
150.952381,473.3,115,92
164.0533752,546.2,147.5,118
169.889761,619.2,145,116
171.9761312,608.1,142.1,113.67
170.9951299,597,135,108
170.861685,585.9,136.3,109
154.7192604,538.3,80,64
132.1761335,490.6,65,52
115.2579894,443,61.3,49
100.962735,438.7,52.5,42
100.4817745,434.4,62.5,50
114.4010419,430.1,83.8,67
113.0267318,328.4,71.3,57
92.79577045,226.6,43.8,35
78.37737241,124.9,40,32
81.17118437,115.2,52.5,42
83.56971917,105.4,53.8,43
90.77020757,95.7,61.3,49
88.37997558,95.7,53.8,43
90.18852259,95.7,57.5,46
89.09304029,95.7,55,44
118.7960928,122.9,97.5,78
141.9059829,150.2,111.3,89
157.5546834,177.4,132.5,106
158.7805686,212.8,117.5,94
158.3237398,248.2,113.8,91
154.8805163,283.6,102.5,82
153.1580324,320,102.5,82
156.5834642,356.4,117.5,94
161.1534973,392.8,127.5,102
160.9384267,378.6,118.8,95
160.1161695,364.4,116.3,93
158.8632323,350.2,112.5,90
160.5616414,345.1,127.5,102
163.0237909,340,135,108
164.5378425,335,133.8,107
164.1594357,258.1,122.5,98
161.5711619,181.3,106.3,85
158.8310193,104.5,101.3,81
134.2401302,94.7,67.5,54
123.7794058,85,72.5,58
116.046805,75.3,68.8,55
113.015466,77.2,70,56
110.6666667,79.2,68.8,55
120.3288563,81.1,85,68
126.8245828,104.5,87.5,70
134.9516796,127.8,95,76
147.7618737,151.2,111.3,89
141.0979569,159.3,88.8,71
130.1351259,167.5,72.5,58
111.4164196,175.7,57.5,46
91.36605617,166.9,43.8,35
82.67789988,158.2,46.3,37
79.33479853,149.4,47.5,38
77.66300366,163.8,47.5,38
70.82588523,178.2,40,32
68.4043956,192.6,41.3,33
72.19438339,222.5,47.5,38
84.09035409,252.5,60,48
96.03663004,282.5,67.5,54
89.57428386,224.9,52.5,42
99.05243036,167.3,70,56
103.1280066,109.7,68.8,55
100.3701299,99.2,60,48
101.6530769,88.7,65,52
93.42237339,78.2,51.3,41
89.38837423,79.2,52.5,42
84.09181729,80.1,47.5,38
88.9245572,81.1,58.8,47
95.15492794,106.4,67.5,54
93.47942837,131.7,56.3,45
119.1746032,157,95,76
121.2584453,172.6,80,64
126.4652015,188.1,86.3,69
126.5681726,203.7,82.5,66
117.4521775,218.7,68.8,55
118.7281237,233.6,77.5,62
111.032967,248.6,65,52
111.3528694,269.4,71.3,57
172.0866911,290.2,206.3,165
195.6975406,311.1,221.3,177
168.9215071,319.2,86.3,69
154.462585,327.4,82.5,66
134.3687424,335.6,68.8,55
127.1839642,262.2,77.5,62
115.2551893,188.9,65,52
113.4590965,115.6,71.3,57
172.5365428,105.6,206.3,165
195.9211582,95.7,221.3,177
218.6620269,85.8,241.3,193
210.842735,83.5,191.3,153
204.9194139,81.1,186.3,149
187.4653759,78.8,137.5,110
171.5914879,93,110,88
158.6535845,107.2,92.5,74
152.5428223,121.4,93.8,75
144.6349206,123.3,87.5,70
138.98779,125.3,87.5,70
129.4949125,127.2,77.5,62
107.2222222,138.1,51.3,41
89.2986569,149,43.8,35
78.61050061,159.9,42.5,34
155.4646782,149,170,136
110.5168905,138.1,31.3,25
77.28840049,127.2,26.3,21
58.62759463,143.2,25,20
72.30622711,159.1,53.8,43
77.14481074,175.1,51.3,41
73.56385836,158.2,43.8,35
70.77313797,141.2,42.5,34
57.37680098,124.3,27.5,22
53.68449328,115.2,31.3,25
47.83882784,106,26.3,21
43.91599512,96.9,25,20
64.93528694,97.7,53.8,43
92.47619048,98.4,75,60
96.24517705,99.2,62.5,50
105.1098901,128,72.5,58
92.06495726,156.8,48.8,39
85.03199023,185.6,48.8,39
80.51672772,188.3,47.5,38
73.25811966,191,41.3,33
70.63199023,193.8,42.5,34
63.31672772,172.7,35,28
55.65909646,151.7,30,24
62.83321123,130.7,43.8,35
63.41391941,126.1,40,32
81.7045177,121.4,62.5,50
78.84932845,116.7,47.5,38
77.41978022,128,47.5,38
73.70891331,139.3,43.8,35
81.85592186,150.6,56.3,45
119.9491249,145.7,103.8,83
96.96996337,140.8,43.8,35
80.48449328,136,40,32
71.24297924,127.4,38.8,31
67.62344322,118.9,40,32
71.81245421,110.3,47.5,38
76.90842491,119.6,51.3,41
74.45079365,129,45,36
74.22515263,138.3,46.3,37
71.11159951,140.3,42.5,34
74.55677656,142.2,48.8,39
72.27594628,144.1,43.8,35
77.10916686,144.5,55,44
73.80896549,144.9,41.3,33
72.11062776,145.3,42.5,34
63.39148981,140.3,32.5,26
61.18142371,135.2,36.3,29
49.81147741,130.1,25,20
42.9001221,131.1,22.5,18
40.44590965,132.1,23.8,19
37.21807082,133.1,21.3,17
32.6041514,144.3,17.5,14
37.2976801,155.6,26.3,21
38.64517705,166.9,25,20
37.31623932,167.3,22.5,18
38.65494505,167.7,25,20
37.32356532,168.1,22.5,18
37.66007326,159.3,23.8,19
36.37758583,150.6,21.3,17
44.61388782,141.8,33.8,27
54.46105006,141.6,40,32
52.23199023,141.4,31.3,25
50.11770452,141.2,30,24
42.54546488,196.1,21.3,17
36.02832723,250.9,18.8,15
43.01538462,305.8,31.3,25
44.50891331,333.8,28.8,23
41.25421245,361.8,23.8,19
38.62710623,389.8,22.5,18
45.31526252,350.9,32.5,26
48.65982906,312,32.5,26
59.33186813,273.1,43.8,35
82.67106227,251.7,66.3,53
132.7944648,230.3,122.5,98
128.0720391,208.9,80,64
131.5470085,214.4,88.8,71
129.1172161,219.8,82.5,66
124.5661376,225.3,77.5,62
127.2922263,205.8,85,68
135.3243793,186.4,95,76
120.1693122,166.9,66.3,53
150.0425606,157.4,122.5,98
150.0259899,147.8,100,80
141.8327105,138.3,87.5,70
145.5959405,139.1,100,80
143.7806557,139.9,93.8,75
118.5417175,140.6,57.5,46
95.11599512,179.6,42.5,34
85.55115995,218.5,47.5,38
69.76703297,257.4,33.8,27
60.87326007,252.5,32.5,26
103.6967847,247.6,92.5,74
117.6849817,242.8,86.3,69
102.997965,240.8,53.8,43
105.6605617,238.9,68.8,55
106.993895,236.9,68.8,55
109.3256003,244.1,71.3,57
113.8266178,251.3,76.3,61
139.4220594,258.5,111.3,89
139.7191697,270.8,92.5,74
150.6584685,283,110,88
119.9381359,295.3,53.8,43
114.1416361,246.5,68.8,55
111.2336182,197.6,68.8,55
111.4477004,148.8,71.3,57
114.8941799,141.6,76.3,61
139.954009,134.4,111.3,89
120.8095238,127.2,63.8,51
142.0777371,127.8,110,88
139.3744404,128.4,90,72
138.017094,129,90,72
130.6731787,176.6,80,64
114.4953195,224.3,61.3,49
111.3041325,272,66.3,53
105.471071,265.1,61.3,49
103.7589005,258.3,63.8,51
92.70769231,251.5,51.3,41
94.35067155,245.7,60,48
96.16556777,239.9,61.3,49
100.9027269,234,66.3,53
119.2128968,257,93.8,75
134.9993185,279.9,100,80
137.4376845,302.9,92.5,74
127.3107458,333.2,75,60
129.4395945,363.6,86.3,69
166.6773068,393.9,173.8,139
152.6256759,310.5,80,64
129.7301587,227,65,52
120.7016687,143.6,71.3,57
122.020757,135,80,64
131.015466,126.4,92.5,74
149.6821327,117.9,113.8,91
163.8642944,116.5,148.8,119
178.0087214,115.2,173.8,139
182.5808477,113.8,165,132
167.3638584,132.5,103.8,83
151.181057,151.2,73.8,59
134.6951567,169.8,75,60
125.6800977,166.5,75,60
119.5079365,163.2,72.5,58
116.4208384,159.9,72.5,58
109.8746439,151,65,52
100.7647538,142,56.3,45
102.8746439,133.1,66.3,53
94.70622711,140.1,53.8,43
88.32918193,147.1,51.3,41
84.14212454,154.1,50,40
87.69647574,189.3,53.8,43
148.7871388,224.5,145,116
151.8852259,259.7,107.5,86
140.5339845,205.2,82.5,66
121.0989011,150.8,63.8,51
106.3801384,96.3,56.3,45
89.82417582,93.8,45,36
95.91355311,91.2,63.8,51
81.95213675,88.7,42.5,34
70.97289377,87.5,37.5,30
71.48522589,86.4,45,36
67.74065934,85.2,40,32
67.86813187,102.7,42.5,34
85.91843712,120.2,65,52
95.95115995,137.7,66.3,53
84.12781217,139.9,45,36
80.58842928,142,47.5,38
74.24632229,144.1,41.3,33
68.92718088,136.8,38.8,31
66.77111159,129.4,40,32
62.62127816,122,36.3,29
59.32986376,115.4,35,28
60.58713121,108.7,38.8,31
57.31042326,102.1,33.8,27
50.61294261,119.4,27.5,22
48.2993895,136.8,28.8,23
58.10684191,154.1,43.8,35
57.21018433,127.6,35,28
52.88227263,101.2,28.8,23
47.07736997,74.7,25,20
45.74913518,72.6,27.5,22
44.98910366,70.4,27.5,22
44.55792058,68.3,27.5,22
40.25691053,70.8,22.5,18
44.98727226,73.3,31.3,25
53.25192784,75.9,38.8,31
73.77045177,90.1,58.8,47
80.89035409,104.3,55,44
85.44761905,118.5,56.3,45
84.72722833,123.7,52.5,42
81.36752137,129,48.8,39
73.68693529,134.2,41.3,33
73.84713065,132.7,46.3,37
67.92576313,131.1,38.8,31
61.96434676,129.6,35,28
55.24140569,128.6,30,24
53.65549361,127.6,32.5,26
50.88575758,126.6,30,24
44.36532357,148.2,23.8,19
43.17704518,169.8,26.3,21
48.58412698,191.4,33.8,27
45.28693529,153.1,26.3,21
50.52327792,114.8,35,28
52.21269278,76.5,33.8,27
57.76603112,73.5,41.3,33
57.29379551,70.6,35.4,28.33
57.59452486,67.7,36.3,29
56.92256956,68.3,35,28
53.13498212,68.9,30,24
49.25728027,69.4,27.5,22
72.12899634,95.1,60,48
78.06962637,120.8,52.5,42
80.03823199,146.5,51.3,41
86.025221,155.2,57.5,46
88.0167619,164,56.3,45
87.01228816,172.7,53.8,43
79.50687668,164.8,45,36
57.75091575,156.8,22.5,18
59.87594628,148.8,38.8,31
59.93846154,138.7,37.5,30
49.96825397,128.6,25,20
52.98559219,118.5,35,28
60.48937729,125.7,42.5,34
63.24249084,132.9,41.3,33
70.62075702,140.1,48.8,39
74.30866911,117.1,48.8,39
70.15140415,94.2,41.3,33
67.07301587,71.2,40,32
67.53601954,66.9,42.5,34
71.67855623,62.6,47.5,38
65.01399934,58.4,36.3,29
61.5966003,67.7,36.3,29
60.86394484,77,33.8,27
63.72789926,86.4,43.8,35
61.30477508,105.2,35,28
60.88065132,124.1,37.5,30
58.6729098,143,33.8,27
59.11800538,146.9,37.5,30
56.72208237,150.8,32.5,26
55.19058486,154.7,32.5,26
41.80512821,149.6,18.8,15
33.8964591,144.5,16.3,13
31.94481074,139.5,18.8,15
33.96971917,138.1,22.5,18
37.98339438,136.8,26.3,21
30.98608059,135.4,15,12
30.48986569,153.5,18.8,15
38.24322344,171.6,28.8,23
45.12136752,189.7,32.5,26
45.55897436,179,28.8,23
50.77997558,168.3,35,28
55.39096459,157.6,37.5,30
57.6991453,150.2,37.5,30
55.52291087,142.8,33.3,26.67
52.76389744,135.4,31.3,25
54.38439072,133.6,35,28
49.19243956,131.9,27.5,22
81.60720879,130.1,83,57
109.847733,219.4,102.7,71
134.1031502,308.7,122.3,85
153.3856131,398,142,99
161.4608756,488.7,153.7,107.33
168.4773696,579.3,165.3,115.67
174.9611687,670,177,124
176.0596878,647.2,168.7,118
174.4658573,624.5,160.3,112
171.5257073,601.7,152,106
166.7224141,554.4,138.3,96.67
160.9847619,507.1,124.7,87.33
156.4291042,459.9,111,78
154.5014137,421.4,111.7,78.33
152.4726532,382.8,112.3,78.67
151.2699851,344.3,113,79
146.1054479,274.5,105.7,73
137.2234697,204.6,98.3,67
127.7492775,134.8,91,61
118.9698256,123.9,84.3,56.33
110.817851,113,77.7,51.67
102.896919,102.1,71,47
100.1706823,98,71,47.33
99.44610031,94,71,47.67
98.00232893,89.9,71,48
94.95854682,101.7,67.7,45.67
90.94550165,113.6,64.3,43.33
87.1041209,125.5,61,41
79.87845568,122.2,54,36
70.74815471,118.9,47,31
61.25233211,115.6,40,26
55.94859585,107.6,39,25.33
52.92241815,99.6,38,24.67
50.31323565,91.6,37,24
51.15140904,96.7,40,26
53.5709011,101.7,43,28
56.59157194,106.8,46,30
63.64646239,155.6,54.7,36.33
73.04196273,204.5,63.3,42.67
86.51643468,253.3,72,49
85.25968254,197.6,62.7,42
77.63081807,142,53.3,35
66.81589744,86.4,44,28
62.40884493,82.3,45.3,29
61.20572405,78.2,46.7,30
61.81023196,74.1,48,31
62.38826004,73.7,48.7,31.33
62.79996618,73.3,49.3,31.67
63.31634682,73,50,32
62.74665384,90.1,47.7,31
61.55633695,107.2,45.3,30
60.51345468,124.3,43,29
57.83901829,124.3,37.7,25.33
52.69359687,124.3,32.3,21.67
44.08123952,124.3,27,18
40.01836943,119.8,26.3,17.67
37.43131961,115.4,25.7,17.33
35.72876393,110.9,25,17
34.91161342,102.1,25.3,17
34.47734105,93.4,25.7,17
34.3007561,84.6,26,17
37.95302998,115.6,32,21.33
43.41966262,146.5,38,25.67
50.79257916,177.4,44,30
50.4488143,141,36.7,25
45.91940631,104.7,29.3,20
37.80376557,68.3,22,15
35.57163858,65.2,24.7,16.67
36.11606349,62.1,27.3,18.33
38.05876435,58.9,30,20
39.03011477,58.7,30,20
39.51578999,58.6,30,20
39.75862759,58.4,30,20
40.87923321,82.5,31.3,21
42.43872039,106.6,32.7,22
43.54777942,130.7,34,23
43.65240324,141,33,22.33
43.55066033,151.3,32,21.67
42.90408731,161.7,31,21
42.75499697,164,31.3,21.33
42.80572,166.3,31.7,21.67
43.08142879,168.7,32,22
44.52588114,171.4,35.7,24.67
47.68772083,174.1,39.3,27.33
51.75264967,176.8,43,30
56.95514908,164.2,47.3,32.33
62.4615445,151.5,51.7,34.67
67.95899686,138.9,56,37
66.83646148,118.7,49.7,32.67
62.44227295,98.4,43.3,28.33
56.35122071,78.2,37,24
53.25843271,74.9,37.3,24.33
51.76828406,71.6,37.7,24.67
51.71115255,68.3,38,25
50.8780449,69.3,37.3,24.67
50.0869714,70.2,36.7,24.33
49.33019032,71.2,36,24
48.23406825,82.3,35,23.33
47.02051501,93.4,34,22.67
46.22448023,104.5,33,22
47.12314151,108.4,35.7,24
48.07889959,112.2,38.3,26
49.92797277,116.1,41,28
49.96023416,101.4,36.7,25
48.61598434,86.6,32.3,22
45.06628371,71.8,28,19
40.17653951,67.3,25,17
34.80132793,62.8,22,15
30.09947253,58.4,19,13
30.71786569,70.2,23,15.67
33.68787302,82.1,27,18.33
37.84369231,94,31,21
38.25070574,86.4,28.7,19.33
36.79331868,78.8,26.3,17.67
34.48662081,71.2,24,16
34.17707686,73.7,25.3,16.67
34.40741712,76.3,26.7,17.33
35.01169451,78.8,28,18
35.39061269,94,27.7,18
35.63002277,109.1,27.3,18
35.66747962,124.3,27,18
36.60983802,137.3,29.3,19.67
38.19994737,150.4,31.7,21.33
40.89494919,163.4,34,23
42.06459395,168.3,32.7,22.33
42.48444065,173.1,31.3,21.67
42.19923978,178,30,21
41.0463465,170.4,27,19
39.21569795,162.8,24,17
35.57074522,155.2,21,15
31.75623769,152.3,19.3,13.67
28.01592093,149.4,17.7,12.33
24.77980464,146.5,16,11
23.05770452,149.6,15.3,10.67
21.85616606,152.7,14.7,10.33
20.92490842,155.8,14,10
19.78927961,153.9,13,9.33
18.5614652,151.9,12,8.67
17.277558,150,11,8
16.6360928,147.8,11,8
16.40547971,145.7,11,8
16.33396913,143.6,11,8
16.57029654,148.4,11.7,8.33
16.91584605,153.3,12.3,8.67
17.19005379,158.2,13,9
17.81910445,166.1,14.7,10
19.05987247,174.1,16.3,11
20.96357777,182.1,18,12
21.98954415,182.5,17.7,12
22.67693931,182.9,17.3,12
23.1386721,183.3,17,12
22.77464916,178.6,15.3,11
21.86012239,173.9,13.7,10
20.70426036,169.2,12,9
20.42577975,167.3,13.3,9.67
20.60259595,165.4,14.7,10.33
20.98465953,163.4,16,11
21.9853952,170.8,18.3,12.33
23.96687837,178.2,20.7,13.67
26.6412982,185.6,23,15
28.37956699,188.9,23,15.33
29.711968,192.2,23,15.67
30.76869632,195.5,23,16
33.8882149,190.8,26.3,18.33
37.61671306,186.2,29.7,20.67
41.81177534,181.5,33,23
45.57955067,179.7,35.3,24.67
49.12368254,178,37.7,26.33
52.56599267,176.2,40,28
60.28828816,222.7,49,34
70.15057387,269.2,58,40
81.08285714,315.7,67,46
85.87875458,317.5,66,45.33
87.6164591,319.2,65,44.67
87.81506716,321,64,44
83.24266178,290,57,39.33
76.29474969,259.1,50,34.67
69.05353237,228.2,43,30
65.42984456,214.6,43,29.67
63.36565698,201,43,29.33
61.72995884,187.3,43,29
61.57610354,200.4,45,30.67
62.69337004,213.4,47,32.33
64.59999527,226.4,49,34
66.44436014,224.7,50.7,35
68.25510292,222.9,52.3,36
69.09165346,221.2,54,37
71.91913247,211.8,58.3,39.67
76.60609362,202.5,62.7,42.33
82.02244043,193.2,67,45
87.81023961,187.3,70.7,47.67
93.73830227,181.5,74.3,50.33
98.89662574,175.7,78,53
107.6476967,219.6,88,60
118.2558207,263.6,98,67
129.2554986,307.6,108,74
134.3606186,297.4,107.3,73.67
136.6295726,287.3,106.7,73.33
137.0328324,277.2,106,73
129.8989562,239.7,91.7,62.67
119.781631,202.1,77.3,52.33
104.8135849,164.6,63,42
104.415071,164.2,66.3,52.33
111.6473316,163.8,69.7,62.67
123.203349,163.4,73,73
129.273103,1253.9,72.3,72.33
131.7528239,3435,71,71
133.1141136,3435,71,71
133.893065,3435,71,71
134.3440219,3435,71,71
134.6207233,3435,71,71
124.8678238,2290,57,57
124.4609406,3435,64.3,64.33
124.1533639,3435,61,61
123.919296,2290,61,61
123.0470214,2290,62,62
126.7910519,2290,74,74
153.3199746,3435,105,105
156.5975416,3053.3,94.7,94.67
161.7520643,3435,105,105
164.5502337,3435,105,105
166.06924,3435,105,105
166.8938434,3435,105,105
167.0892198,3435,105,105
167.4290354,3435,105,105
167.6279275,3435,105,105
165.3829143,2332.8,97,97
162.9881891,4580,89,89
162.6154906,128.4,87,87
160.7434553,150.8,86,86
158.7776629,5725,84,84
108.5213675,195.5,34,24
153.2553637,177.4,114,114
172.3448456,159.3,138,138
173.3160649,141.2,114,114
175.9450549,4580,120,120
166.8998779,3435,91,91
156.3043782,2290,74,74
148.7412129,2290,69.7,69.67
136.8657224,2290,65,65
127.5942369,2290,61,61
148.7983394,3435,92,92
184.3934694,8015,177,177
221.5987497,8015,215,215
236.97516,5436.7,202.3,202.33
241.9947839,8015,197,197
234.5050842,280.1,177,177
237.7612112,9,191,191
254.8966007,9160,222,222
249.4629524,208.3,194,194
242.5806398,142.2,185.7,185.67
237.3046056,76.1,182,182
228.1654896,10,169,169
224.6648272,11,154,154
220.7277429,8015,162,162
211.054907,9,146,146
198.7049727,10,133,133
190.926663,3819.7,125.3,125.33
182.5168915,5725,115,115
173.4993267,3435,101,101
186.5304236,4961.7,187.5,150
160.1454579,4580,57,57
139.3093691,4580,53,53
152.3442456,1591.6,116.3,93
114.3741473,97.5,49,34
140.507383,68.3,112.5,90
164.3912995,39.2,126,126
269.597475,10,500,339
363.832315,9,490,408
,13,431,412
288.4754579,713.2,163,114
353.2703297,14,368,368
,10,398,398
,10,351,351
393.9689866,165,337,337
,320,419,419
,475.1,366,366
388.4273504,2988.4,303,303
358.7323565,11,279,279
292.846398,8015,177,177
303.9057387,5396.4,304,265
314.9362637,2777.9,324,276
301.4832723,159.3,282,238
216.7067155,141.2,206,82
176.294959,123.1,170,67
155.979243,105,150,60
129.4167684,106.4,120,47
115.7418966,107.8,114,51.33
105.3060317,109.1,96,47
95.11988278,476.1,52.5,42
207.2785055,843,362,267
317.1636728,1210,495,377
,1008,591,446
,874,559,423
,706,591,446
,706,371,319
382.2762686,426.4,314,296
372.6690256,286.5,330,313
375.368823,275.7,344,328
375.5529084,264.8,344.7,325.67
378.8112527,253.9,352,332
388.785444,309.9,376,352
382.4527664,365.9,346,320
369.9924632,421.9,324,296
342.1657382,351.5,300,259
309.4565905,504,230,230
