AQI,CO,PM10,PM25
64.88107448,353.1,42.5,34
65.43687424,362.4,41.3,33
56.71452991,371.8,30,24
56.35457875,350,35,28
65.17216117,328.2,46.3,37
68.58119658,306.4,45,36
77.01493015,258.3,53.8,43
79.45258609,210.3,51.3,41
96.82051282,162.2,71.3,57
115.3512414,154.8,87.5,70
131.019129,147.5,97.5,78
114.6805047,140.1,61.3,49
97.80952381,138.9,48.8,39
96.90842491,137.7,60,48
94.45958486,136.6,57.5,46
110.1990232,135.6,81.3,65
117.6052096,134.6,81.3,65
112.973138,133.6,68.8,55
98.78339438,136.6,51.3,41
106.1632072,139.5,72.5,58
109.7484737,142.4,72.5,58
96.84200244,134.2,51.3,41
69.40708181,126.1,26.3,21
51.6957265,117.9,21.3,17
41.84224664,117.9,20,16
47.91599512,117.9,33.8,27
44.95189255,117.9,26.3,21
43.46520147,128.4,26.3,21
71.72893773,138.9,62.5,50
85.86324786,149.4,62.5,50
101.6133496,142.4,73.8,59
94.96459096,135.4,55,44
79.47594628,128.4,40,32
71.73577534,137.9,40,32
67.87057387,147.5,40,32
58.93724054,157,31.3,25
59.47203907,182.1,37.5,30
64.73797314,207.2,43.8,35
59.37045177,232.3,33.8,27
70.69010989,249.8,51.3,41
73.34212454,267.3,47.5,38
50.66227106,284.8,17.5,14
39.32014652,289.1,17.5,14
36.65347985,293.4,21.3,17
32.32234432,297.6,17.5,14
30.15677656,262.8,17.5,14
34.07521368,228,23.8,19
34.03565324,193.2,21.3,17
30.01367521,179.2,16.3,13
72.01221001,165.2,71.3,57
93.01343101,151.2,71.3,57
66.5015873,182.9,25,20
53.24639805,214.6,25,20
47.62490842,246.3,26.3,21
49.81538462,225.5,32.5,26
50.90989011,204.6,32.5,26
49.45738706,183.8,30,24
45.73040293,178.2,26.3,21
44.86593407,172.6,27.5,22
43.43394383,166.9,26.3,21
35.71721612,173.5,17.5,14
35.84908425,180.1,22.5,18
37.94530453,186.8,25,20
38.89362551,201.5,25,20
41.25151118,216.3,27.5,22
48.74139194,231.1,35,28
61.37338217,229.9,46.3,37
76.69157509,228.8,57.5,46
63.34603175,227.6,31.3,25
42.67057387,227,13.8,11
27.33137973,226.4,7.5,6
25.66349206,225.9,15,12
23.83101343,216.5,13.8,11
32.91623932,207.2,26.3,21
37.45836386,197.8,26.3,21
39.72942613,183.3,26.3,21
40.86446886,168.7,26.3,21
40.43028083,154.1,25,20
48.21294261,154.1,35,28
53.1023199,154.1,36.3,29
54.55189255,154.1,35,28
49.27863248,151.5,27.5,22
51.64444444,149,33.8,27
55.82661783,146.5,37.5,30
59.21521811,145.1,41.3,33
54.80292079,143.8,30,24
54.49825647,142.4,33.8,27
55.89324827,165.4,36.3,29
55.159061,188.3,33.8,27
52.1369464,211.3,28.8,23
54.76832055,223.5,37.5,30
44.9160609,235.8,21.3,17
34.31111111,248,15,12
32.15384615,232.1,18.8,15
39.07594628,216.1,28.8,23
41.53601954,200.2,27.5,22
38.76434676,206.6,22.5,18
41.38168498,213,27.5,22
44.69010989,219.4,30,24
51.34505495,223.3,36.3,29
104.7378917,227.2,100,80
127.3805454,231.1,100,80
112.027269,199.8,60,48
82.21831502,168.5,31.3,25
68.11282051,137.1,33.8,27
60.05909646,128,32.5,26
56.03028083,118.9,32.5,26
53.01587302,109.7,31.3,25
43.50769231,106,21.3,17
44.75409035,102.3,28.8,23
40.37557998,98.6,22.5,18
40.18559219,109.9,25,20
38.07765568,121.2,22.5,18
46.02588523,132.5,33.8,27
52.92396382,126.4,38.8,31
66.00781441,120.4,48.8,39
61.0041514,114.4,35,28
67.5047619,102.9,46.3,37
56.75164835,91.4,28.8,23
47.37435897,80,23.8,19
36.68620269,81.3,16.3,13
32.34090354,82.7,17.5,14
32.16996337,84,20,16
28.08302808,90.7,15,12
32.04151404,97.3,22.5,18
31.01782662,103.9,18.8,15
34.50598291,106.2,23.8,19
44.25006105,108.5,33.8,27
49.12478632,110.9,33.8,27
51.55995116,106.8,33.8,27
55.78168498,102.7,37.5,30
60.89426129,98.6,41.3,33
55.45006105,95.7,31.3,25
53.72796093,92.8,32.5,26
49.86568987,89.9,28.8,23
59.93846154,102.9,43.8,35
54.97094017,115.9,31.3,25
52.75244408,129,31.3,25
44.52494763,115.6,22.5,18
40.38126476,102.1,22.5,18
43.10903405,88.7,28.8,23
51.31421552,80,37.5,30
44.84365147,71.2,23.8,19
41.51493481,62.4,23.8,19
37.68693529,60.5,21.3,17
35.84126984,58.6,21.3,17
29.91794872,56.6,15,12
26.95335775,65.2,15,12
25.47350427,73.7,15,12
29.73479853,82.3,21.3,17
31.86715507,84.6,21.3,17
36.93431013,87,26.3,21
42.46739927,89.3,30,24
42.23150183,85.8,26.3,21
53.11892552,82.3,40,32
48.56019536,78.8,27.5,22
46.28131868,78.6,27.5,22
46.14212454,78.4,28.8,23
40.07228327,78.2,21.3,17
34.03663004,93.4,17.5,14
36.02002442,108.5,23.8,19
33.00952381,123.7,18.8,15
31.5042735,115.9,18.8,15
34.75164835,108.2,23.8,19
35.37435897,100.4,22.5,18
39.68742369,95.5,27.5,22
37.57575663,90.7,22.5,18
38.52031382,85.8,25,20
39.09526168,86.6,25,20
41.79711581,87.3,28.8,23
45.66012283,88.1,31.3,25
39.88836427,87.3,20,16
36.72778289,86.6,20,16
32.63721625,85.8,17.5,14
30.59600328,85.8,17.5,14
34.73459966,85.8,25,20
44.08195744,85.8,33.8,27
48.85913061,86.2,33.8,27
48.44765834,86.6,30,24
49.19690145,87,31.3,25
49.58539787,89.9,31.3,25
46.89576836,92.8,27.5,22
46.46374475,95.7,28.8,23
52.88017582,112.4,37.1,29.67
69.44668132,129.2,53.8,43
77.73042247,145.9,53.8,43
90.87449084,138.5,65,52
102.8721042,131.1,72.5,58
81.72399512,123.7,37.5,30
65.86150916,115.2,31.3,25
60.93173138,106.6,35,28
54.46562149,98,30,24
45.23110134,106.6,22.5,18
49.61677167,115.2,33.8,27
51.80936264,123.7,33.8,27
42.9015873,139.1,21.3,17
42.44542125,154.5,26.3,21
57.22100122,169.8,45,36
59.60537241,163.8,38.8,31
61.796337,157.8,40,32
60.8981685,151.7,37.5,30
49.44761905,146.3,23.8,19
45.72210012,140.8,26.3,21
43.86031746,135.4,26.3,21
41.93064713,132.9,25,20
38.96312576,130.3,22.5,18
37.47936508,127.8,22.5,18
38.74041514,145.3,25,20
40.37020757,162.8,26.3,21
41.01588139,180.3,26.3,21
30.58559219,203.5,12.5,10
25.28742369,226.6,12.5,10
70.65054945,249.8,83,58
93.00471795,243.8,82.7,57.67
103.2010256,237.7,82.3,57.33
107.4411722,231.7,82,57
110.3949858,230.9,83,58
112.7058364,230.1,84,59
114.6947985,229.4,85,60
116.2473423,212.6,86.7,60.67
117.573545,195.9,88.3,61.33
118.795116,179.2,90,62
116.9075295,166.3,85.3,59
115.0058125,153.5,80.7,56
113.3871634,140.6,76,53
109.816887,134.8,70.7,49.33
104.3156476,129,65.3,45.67
96.87905944,123.1,60,42
88.20008536,122.2,55.7,38.67
79.52587792,121.2,51.3,35.33
71.14401875,120.2,47,32
68.64540496,142.4,48.3,33
68.32365741,164.6,49.7,34
69.24195559,186.8,51,35
68.79280927,176.8,49.3,34
67.77001746,166.9,47.7,33
66.60035579,157,46,32
64.60676062,134,43.7,30.33
62.33387196,111.1,41.3,28.67
59.84976006,88.1,39,27
60.44929912,86.8,43,29.67
61.42492418,85.4,47,32.33
63.44868757,84,51,35
67.0494591,101.7,54.7,37.67
72.08275704,119.4,58.3,40.33
77.87841942,137.1,62,43
79.67817884,135.6,59.7,41.33
79.57105966,134,57.3,39.67
78.25912819,132.5,55,38
76.69305111,130.9,53.7,37
74.96736619,129.4,52.3,36
73.71268211,127.8,51,35
73.09323576,129.4,50,34.67
72.67249625,130.9,49,34.33
71.58169418,132.5,48,34
64.97087827,171.8,35,28
61.79121904,211.1,35,28
68.028747,250.4,50,40
76.50833038,257.6,56.3,45
77.82824811,264.8,50,40
88.23420521,272,62.5,50
86.37534403,245.5,52.5,42
57.48359463,219,17.5,14
38.73569231,192.6,12.5,10
31.36231013,179.6,15,12
27.67570208,166.5,15,12
25.83247863,153.5,15,12
25.91257631,158.4,16.3,13
22.95189255,163.2,12.5,10
20.46837607,168.1,11.3,9
25.22686203,163.6,18.8,15
22.60610501,159.1,12.5,10
27.29474969,154.7,20,16
33.64200244,152.5,25,20
36.82246642,150.4,25,20
46.41562882,148.2,35,28
49.21123321,153.9,32.5,26
74.61489621,159.5,62.5,50
55.30891331,165.2,22.5,18
58.65885226,200.6,38.8,31
65.33577534,236,45,36
57.67179487,271.4,31.3,25
53.83833944,274.1,31.3,25
58.92454212,276.8,40,32
34.45958486,279.5,6.3,5
27.22735043,245.5,12.5,10
21.61074481,211.5,10,8
18.8004884,177.4,10,8
18.3960928,155.8,11.3,9
20.18852259,134.2,13.8,11
23.09304029,112.6,16.3,13
22.54163614,115.6,13.8,11
28.26617827,118.5,21.3,17
32.13137973,121.4,22.5,18
32.06349206,125.5,20,16
28.02686203,129.6,15,12
41.01880342,133.6,33.8,27
47.51355311,131.7,33.8,27
52.76190476,129.8,36.3,29
66.38876679,127.8,50,40
73.2019536,129.2,50,40
91.61172161,130.5,68.8,55
100.6800977,131.9,68.8,55
72.41074481,158.7,27.5,22
58.20659341,185.6,27.5,22
48.1035409,212.4,23.8,19
51.05445665,218.3,33.8,27
52.53089133,224.1,33.8,27
40.26227106,229.9,17.5,14
30.12698413,207,12.5,10
25.05885226,184,12.5,10
22.52210012,161.1,12.5,10
23.25421245,151,15,12
23.61660562,140.8,15,12
24.7980464,130.7,16.3,13
25.3968254,148,16.3,13
25.6962149,165.4,16.3,13
21.84566545,182.7,11.3,9
19.91843712,181.3,11.3,9
22.76056402,179.9,16.3,13
22.50443871,178.6,13.8,11
26.64123871,174.1,20,16
26.36333332,169.6,16.3,13
34.31306471,165.2,26.3,21
34.15775336,167.9,21.3,17
33.07985348,170.6,20,16
33.54090354,173.3,21.3,17
33.77142857,210.5,21.3,17
29.88571429,247.6,16.3,13
41.94725275,284.8,33.8,27
54.97973138,322,42.5,34
62.4952381,359.1,43.8,35
62.25250305,396.3,38.8,31
64.13040293,384.6,41.3,33
63.06959707,372.9,38.8,31
53.53504274,361.2,27.5,22
49.76898657,333.6,28.8,23
60.88937729,306,45,36
68.44981685,278.4,47.5,38
72.23003663,234.6,47.5,38
62.81018437,190.8,32.5,26
62.47383723,147.1,38.8,31
38.02344322,143.8,8.8,7
41.00854701,140.5,27.5,22
42.5020757,137.1,27.5,22
59.25225885,136.8,47.5,38
64.62710623,136.4,43.8,35
67.31672772,136,43.8,35
42.65494505,142.4,11.3,9
30.32087912,148.8,11.3,9
28.15433455,155.2,16.3,13
30.07179487,162.6,20,16
31.03345543,170,20,16
30.51282051,177.4,18.8,15
47.26251526,169.8,40,32
39.62979243,162.2,20,16
35.81343101,154.7,20,16
34.9015873,137.9,21.3,17
27.44468864,121.2,12.5,10
27.71721612,104.5,17.5,14
29.86031746,95.1,20,16
26.93089133,85.8,15,12
49.47106227,76.5,45,36
60.74041514,77,45,36
50.37118437,77.6,25,20
45.18681319,78.2,25,20
41.59023199,82.1,23.8,19
52.7990232,86,40,32
43.3997558,89.9,21.3,17
34.6989011,92.8,16.3,13
30.35018315,95.7,16.3,13
31.17557998,98.6,20,16
35.58876679,96.7,25,20
32.795116,94.7,18.8,15
45.3958486,92.8,36.3,29
51.6962149,107.6,36.3,29
53.85006105,122.4,35,28
54.92698413,137.1,35,28
61.46715507,141,42.5,34
53.73137973,144.9,28.8,23
38.86446886,148.8,15,12
31.43199023,129.4,15,12
25.71526252,109.9,12.5,10
31.85836386,90.5,23.8,19
34.92893773,86.6,23.8,19
29.46373626,82.7,15,12
26.72771673,78.8,15,12
23.35921856,86.8,12.5,10
22.67545788,94.7,13.8,11
23.33382173,102.7,15,12
23.66153846,95.1,15,12
29.51055447,87.5,22.5,18
32.5870717,80,22.5,18
34.2062913,78.2,22.5,18
35.05936859,76.5,22.5,18
33.60890932,74.7,20,16
33.76205249,75.1,21.3,17
31.20267837,75.5,17.5,14
28.89114592,75.9,16.3,13
26.48332346,85.2,13.8,11
36.61636142,94.5,30,24
42.31111111,103.9,30,24
41.15750916,102.9,25,20
40.57924298,101.9,25,20
36.28913309,101,20,16
36.14456654,90.1,22.5,18
34.07179487,79.2,20,16
28.03467643,68.3,13.8,11
24.01562882,68.7,12.5,10
24.00732601,69.1,15,12
21.0026862,69.4,11.3,9
20.5010989,76.1,12.5,10
26.24859585,82.7,20,16
25.12136752,89.3,15,12
28.55970696,91,20,16
35.28009768,92.8,26.3,21
39.64151404,94.5,27.5,22
43.82222222,92.2,30,24
50.91428571,89.9,36.3,29
49.46031746,87.5,30,24
40.73162393,87,20,16
42.36825397,86.4,27.5,22
42.18705739,85.8,26.3,21
41.0959707,94.7,25,20
40.54896215,103.7,25,20
43.98593347,112.6,30,24
44.89378757,113.6,28.8,23
45.39110353,114.6,28.8,23
40.28117771,115.6,21.3,17
37.46048066,108.7,21.3,17
37.13983445,101.9,21.3,17
41.57461887,95.1,31.3,25
39.66369081,92.4,22.5,18
36.82723925,89.7,20,16
37.96601688,87,25,20
35.80458586,90.5,20,16
34.42127,94,20,16
34.96911538,97.5,22.5,18
38.94023385,100.4,28.8,23
42.2051659,103.3,30,24
42.14497112,106.2,26.3,21
42.10644646,104.1,26.3,21
46.00758723,101.9,32.5,26
46.77162422,99.8,30,24
47.25773014,100.6,30,24
46.01841071,101.4,27.5,22
46.01815652,102.1,28.8,23
47.57011533,379,31.3,25
48.15713582,655.9,31.3,25
51.78299988,932.8,37.5,30
75.25567766,924.9,60,48
71.63028083,917,42.5,34
63.81684982,909.1,35,28
52.90842491,844.8,26.3,21
46.45274725,780.6,25,20
43.22539683,716.3,25,20
41.61172161,742,25,20
33.803663,767.7,16.3,13
29.8993895,793.3,16.3,13
32.94798535,846,22.5,18
48.47570208,898.7,40,32
53.23760684,951.4,36.3,29
50.61294261,930.6,30,24
53.30500611,909.8,35,28
54.65250305,888.9,35,28
54.32771673,865.1,33.8,27
55.16581197,841.3,35,28
57.58534799,817.5,37.5,30
59.7953602,796.6,38.8,31
51.8998779,775.7,27.5,22
55.85482866,754.8,37.5,30
70.62431144,539.4,53.8,43
78.13682616,324,53.8,43
77.09608877,108.5,47.5,38
76.56519008,105.4,47.5,38
82.31794872,102.3,55,44
65.15799756,99.2,30,24
56.57826618,88.7,30,24
46.28669109,78.2,22.5,18
42.14065934,67.7,23.8,19
38.06691087,71.2,21.3,17
36.03223443,74.7,21.3,17
51.01684982,78.2,41.3,33
50.5040293,88.1,31.3,25
52.24810745,98,33.8,27
51.12087912,108,31.3,25
45.55604396,104.3,25,20
44.87018331,100.6,27.5,22
44.44759855,96.9,27.5,22
44.22990337,94.2,27.5,22
46.05986211,91.4,30,24
62.05372405,88.7,48.8,39
61.03003663,88.5,37.5,30
54.58685761,88.3,30,24
48.45092951,88.1,26.3,21
47.25624205,101.2,28.8,23
54.44038824,114.2,38.8,31
60.07457348,127.2,41.3,33
61.66653513,116.1,40,32
55.36000098,105,30,24
47.78162666,94,25,20
44.96461431,85.4,26.3,21
34.38095238,76.8,15,12
31.18437118,68.3,17.5,14
34.58949939,75.5,23.8,19
36.29352869,82.7,23.8,19
32.14505495,89.9,17.5,14
34.07130647,99.2,22.5,18
35.03247863,108.5,22.5,18
33.51208791,117.9,20,16
39.75384615,108.9,28.8,23
42.60959269,100,28.8,23
42.31843769,91,26.3,21
47.22051282,87,32.5,26
49.17191193,82.9,32.5,26
53.81050061,78.8,36.3,29
55.90769231,80.1,36.3,29
56.95628816,81.5,36.3,29
57.1852287,82.9,36.3,29
58.56772587,93.2,37.5,30
59.24205563,103.5,37.5,30
55.05465633,113.8,30,24
51.7298381,108.9,27.5,22
34.41904762,104.1,12.5,10
27.20683761,99.2,12.5,10
23.5995116,88.9,12.5,10
18.795116,78.6,8.8,7
39.3978022,68.3,37.5,30
49.6991453,70.6,37.5,30
152.8133612,72.9,178.8,143
123.2853073,75.3,55,44
106.6455026,79.6,55,44
88.98852259,83.8,43.8,35
85.4984127,88.1,51.3,41
65.74945055,84.2,28.8,23
58.87863248,80.3,32.5,26
54.44297924,76.5,31.3,25
42.22271062,74.5,18.8,15
44.11526252,72.6,28.8,23
38.05421245,70.6,20,16
36.02393162,70.6,21.3,17
34.98119658,70.6,21.3,17
24.48156288,70.6,8.8,7
19.23174603,90.1,8.8,7
23.61074481,109.5,17.5,14
110.6833537,129,126.3,101
147.8575499,161.1,126.3,101
101.4281644,193.2,28.8,23
77.85738706,225.3,33.8,27
65.93162393,218.7,33.8,27
59.96678877,212,33.8,27
47.98388278,205.4,22.5,18
41.99218559,220.4,22.5,18
39.9965812,235.4,23.8,19
40.0014652,250.4,25,20
46.00537241,243,32.5,26
49.00561661,235.6,32.5,26
60.48693529,228.2,45,36
49.22344322,186.9,23.8,19
50.61245421,145.7,32.5,26
55.30695971,104.5,37.5,30
54.65347985,96.1,33.8,27
54.32673993,87.7,33.8,27
53.16532357,79.4,32.5,26
47.9204009,77,26.3,21
46.07042455,74.7,27.5,22
49.81803581,72.4,33.8,27
40.94652015,85.6,20,16
32.46984127,98.8,15,12
38.23150183,112.1,27.5,22
61.12136752,109.3,52.5,42
62.56214896,106.6,40,32
59.28058608,103.9,35,28
50.63882784,96.5,26.3,21
40.31648352,89.1,18.8,15
40.15677656,81.7,25,20
39.07789988,84.4,23.8,19
38.53821734,87.2,23.8,19
39.26739927,89.9,25,20
36.63394383,92.2,21.3,17
38.31892552,94.5,25,20
39.15897436,96.9,25,20
45.57557998,93.2,32.5,26
46.43210857,89.5,33,24
48.5250672,85.8,37,26
46.04407278,80.7,29.7,21.33
41.36569175,75.7,22.3,16.67
31.83982418,70.6,15,12
22.91698168,70.4,8.8,7
18.45556044,70.2,8.8,7
12.22362882,70,3.8,3
9.108395604,74.3,3.8,3
7.550046398,78.6,3.8,3
6.770871795,82.9,3.8,3
10.38079609,84,8.8,7
12.18624664,85.2,8.8,7
12.08823932,86.4,7.5,6
10.03988767,78.2,5,4
8.016605617,70,3.8,3
6.005860806,61.9,2.5,2
7.002197802,64.8,5,4
6.5001221,67.7,3.8,3
6.25006105,70.6,3.8,3
7.125274725,76.6,5,4
5.562393162,82.7,2.5,2
6.781440781,88.7,5,4
7.38998779,84.6,5,4
7.694261294,80.5,5,4
5.846153846,76.5,2.5,2
6.923076923,74.1,5,4
5.461294261,71.8,2.5,2
5.730891331,69.4,3.8,3
5.865201465,71.6,3.8,3
5.932600733,73.7,3.8,3
6.966544567,75.9,5,4
5.482783883,80,2.5,2
3.741147741,84,1.3,1
2.86984127,88.1,1.3,1
2.434188034,84.2,1.3,1
3.216605617,80.3,2.5,2
3.608302808,76.5,2.5,2
2.803418803,67.3,1.3,1
2.401465201,58.2,1.3,1
6.201221001,49,6.3,5
5.1003663,50,2.5,2
3.54969475,51,1.3,1
2.774114774,51.9,1.3,1
2.386813187,56.4,1.3,1
2.193406593,60.9,1.3,1
2.096703297,65.4,1.3,1
2.048351648,67.3,1.3,1
4.024420024,69.3,3.8,3
5.012454212,71.2,3.8,3
3.506227106,71.2,1.3,1
3.753357753,71.2,2.5,2
4.876190476,71.2,3.8,3
6.438583639,73.1,5,4
6.21978022,75.1,3.8,3
5.11013431,77,2.5,2
4.555311355,81.3,2.5,2
4.277899878,85.6,2.5,2
3.138949939,89.9,1.3,1
2.569474969,92.6,1.3,1
6.285225885,95.3,6.3,5
8.143101343,98,6.3,5
9.072527473,87.7,6.3,5
7.536507937,77.4,3.8,3
6.768253968,67.1,3.8,3
6.383882784,61.3,3.8,3
6.191941392,55.4,3.8,3
6.096214896,49.6,3.8,3
6.048351648,58.2,3.8,3
5.024175824,66.7,2.5,2
4.512332112,75.3,2.5,2
4.256410256,77.8,2.5,2
4.127472527,80.3,2.5,2
4.063003663,82.9,2.5,2
4.833257166,80.5,3.8,3
3.515018315,78.2,1.3,1
2.757020757,75.9,1.3,1
2.378021978,76.5,1.3,1
3.188766789,77,2.5,2
5.594627595,77.6,5,4
7.797802198,108.2,6.3,5
8.8996337,138.7,6.3,5
6.44981685,169.2,2.5,2
4.224664225,155.4,1.3,1
3.112087912,141.6,1.3,1
2.555799756,127.8,1.3,1
2.277411477,106.6,1.3,1
2.138705739,85.4,1.3,1
2.069352869,64.2,1.3,1
2.034676435,64.4,1.3,1
2.017094017,64.6,1.3,1
2.007814408,64.8,1.3,1
2.002930403,73.3,1.3,1
3.000732601,81.9,2.5,2
3.5003663,90.5,2.5,2
3.420346764,89.3,2.1,1.67
2.710173382,88.1,1.3,1
2.355086691,87,1.3,1
2.177543346,83.5,1.3,1
27.09487668,80,32.5,26
39.55354335,76.5,32.5,26
47.78336508,74.7,35,28
49.89778755,72.9,32.5,26
52.95548718,71.2,35,28
49.483116,79,28.8,23
47.7466862,86.8,28.8,23
47.87871551,94.5,30,24
47.94481074,94.2,30,24
45.97753358,93.8,27.5,22
47.99462759,93.4,31.3,25
48.82706893,87.9,31.3,25
48.14592374,82.5,28.8,23
47.61073823,77,28.8,23
46.6863192,79.4,27.5,22
46.01021976,81.7,27.5,22
42.83112702,84,22.5,18
43.14732762,88.7,27.5,22
43.37499206,93.4,27.5,22
41.81457514,98,23.8,19
42.40432644,93.6,27.5,22
48.22621343,89.1,36.3,29
51.18235666,84.6,35,28
49.97276734,80.5,30,24
47.70474638,76.5,27.5,22
48.58033686,72.4,31.3,25
46.84296771,71.8,27.5,22
44.24238223,71.2,25,20
43.68447501,70.6,26.3,21
38.00581199,81.7,20,16
45.17918948,92.8,33.8,27
49.13905643,103.9,33.8,27
50.42440363,104.3,32.5,26
57.45738706,104.7,40,32
54.72820513,105,32.5,26
51.36410256,103.3,30,24
49.68253968,101.5,30,24
44.84004884,99.8,25,20
46.42051282,98,30,24
42.21001221,96.3,23.8,19
40.1045177,94.5,23.8,19
35.05201465,92.8,18.8,15
36.52405372,91,23.8,19
37.26007326,89.3,23.8,19
40.62905983,87.3,27.5,22
45.18396656,85.4,32.5,26
45.52575545,83.5,28.8,23
41.4887161,81.3,22.5,18
39.15965494,79.2,22.5,18
35.27865628,77,18.8,15
30.13089133,77.2,16.3,13
30.06446886,77.4,18.8,15
29.03101343,77.6,17.5,14
27.51501832,91.4,16.3,13
26.75604396,105.2,16.3,13
27.37680098,119.1,17.5,14
47.69133089,113.8,42.5,34
52.84639805,108.5,36.3,29
52.42393162,103.3,32.5,26
39.21074481,95.1,16.3,13
26.6026862,87,8.8,7
22.2998779,78.8,11.3,9
22.14945055,80.1,13.8,11
39.07789988,81.5,35,28
59.54529915,82.9,50,40
76.78095238,91.6,58.8,47
79.3973138,100.4,51.3,41
76.7042735,109.1,46.3,37
80.35409035,101.7,52.5,42
79.17948718,94.3,48.8,39
74.59194139,87,43.8,35
74.3018315,82.7,46.3,37
71.15750916,78.4,42.5,34
56.58168498,74.1,26.3,21
49.29328449,75.7,26.3,21
45.64493284,77.2,26.3,21
45.81831502,78.8,28.8,23
55.90573871,92.4,41.3,33
60.95091575,106,41.3,33
94.48205128,119.6,80,64
77.23809524,116.3,37.5,30
59.61465201,113,26.3,21
50.8039072,109.7,26.3,21
48.3985348,98.2,28.8,23
55.1985348,86.8,38.8,31
60.6021978,75.3,41.3,33
47.3001221,75.7,21.3,17
79.65860806,76.1,70,56
63.82954823,76.5,30,24
60.91379731,82.7,36.3,29
60.45616606,88.9,37.5,30
57.21904762,95.1,33.8,27
60.61001221,93,40,32
47.3040293,90.8,21.3,17
40.65103785,88.7,21.3,17
45.32600733,86,33.8,25
55.66349206,83.3,46.4,33
68.83369963,80.5,59,41
52.41709402,85.2,22.5,18
73.87651282,89.9,67.7,47.67
87.94484982,94.5,72,51
97.3083663,115.7,75.7,53.33
103.6087098,137,79.3,55.67
108.4773301,158.2,83,58
112.0192267,183.3,85,59.33
75.21178022,208.3,22.5,18
99.61687912,233.4,89,62
106.2386813,225.5,82.7,57.67
105.8984778,217.5,76.3,53.33
102.1175336,209.5,70,49
91.27589255,183.3,57,40
76.63387546,157,44,31
60.30985592,130.7,31,22
52.14727717,125.7,31,22
48.06541636,120.6,31,22
46.02391697,115.6,31,22
48.00357509,108.9,35.7,25
52.00422955,102.3,40.3,28
56.99454457,95.7,45,31
64.82206105,90.1,52.7,36.33
74.07818315,84.4,60.3,41.67
84.03860317,78.8,68,47
89.35109158,82.9,68.3,47.33
92.34961661,87,68.7,47.67
94.18115751,91,69,48
88.76538217,131.7,58.1,41.67
79.71594628,172.4,47.2,35.33
69.52994179,213,36.3,29
61.8641536,261.3,32.5,26
66.51443114,309.5,45,36
67.19707234,357.7,42.5,34
71.23272473,345.3,47.5,38
66.99481558,332.8,38.8,31
75.70318447,320.4,53.8,43
72.16475809,314.9,42.5,34
69.33065968,309.5,41.3,33
69.75029981,304.1,43.8,35
72.21416489,291.2,47.5,38
68.96040129,278.4,40,32
70.17535279,265.5,45,36
70.8090643,223.7,45,36
68.86396844,181.9,40,32
70.33094847,140.1,46.3,37
70.20492186,125.9,43.8,35
70.20749551,111.7,43.8,35
65.34595072,97.5,33.8,27
64.34814634,99.2,38.8,31
64.82631451,101,41.3,33
65.73526637,102.7,42.5,34
67.9916871,159.7,46.3,37
67.46600545,216.7,41.3,33
82.70037801,273.7,62.5,50
105.007733,359.5,80,64
124.1794872,445.3,95,76
121.2612943,531.1,76.3,61
128.97151,479.9,90,72
123.6577127,428.8,76.3,61
120.1689052,377.6,75,60
107.5877086,339.5,58.8,47
97.55506716,301.3,53.8,43
95.78070818,263.2,58.8,47
100.7452177,238.3,66.3,53
102.0486207,213.4,65,52
101.8835518,188.5,63.8,51
101.7792431,166.5,63.8,51
103.0726734,144.5,66.3,53
82.01709402,122.6,37.5,30
68.9978022,114.4,35,28
61.49059829,106.2,33.8,27
57.99236769,98,33.8,27
53.86324786,101.9,31.3,25
55.92820513,105.8,36.3,29
58.96019536,109.7,38.8,31
58.47423687,153.7,36.3,29
63.23272283,197.6,42.5,34
78.61538462,241.6,58.8,47
99.30989011,244.3,75,60
127.2185592,247.1,103.8,83
151.9099948,249.8,123.8,99
109.7285307,257.2,36.3,29
86.83809524,264.6,38.8,31
72.41953602,272,36.3,29
70.21196581,248.4,42.5,34
82.11037851,224.9,58.8,47
100.8852259,201.3,75,60
127.953602,188.7,103.8,83
152.0671551,176.1,123.8,99
148.2507123,163.4,93.8,75
138.2934473,156.8,83.8,67
139.1448921,150.2,92.5,74
131.2319902,143.6,80,64
150.2694924,138.3,115,92
121.984127,133.1,57.5,46
80.18754579,127.8,21.3,17
65.09157509,125.1,31.3,25
65.54236874,122.4,41.3,33
55.76214896,119.6,28.8,23
53.86715507,128.6,32.5,26
49.91501832,137.5,28.8,23
57.94725275,146.5,41.3,33
52.96312576,152.9,30,24
43.46764347,159.3,21.3,17
40.72283272,165.7,23.8,19
40.34383394,158.5,25,20
43.14711093,151.3,28.8,23
44.53236297,144.1,28.8,23
53.97358924,140.8,40,32
56.89446882,137.5,37.5,30
59.37258868,134.2,38.8,31
56.76803605,150.6,33.8,27
52.5172059,166.9,30,24
45.77086236,183.3,23.8,19
43.06387463,162.6,25,20
41.6178736,142,23.8,19
37.55371556,121.4,21.3,17
38.70041139,111.9,25,20
39.30817155,102.3,25,20
38.69307014,92.8,23.8,19
39.29536706,98,25,20
71.66446886,103.3,65,52
75.83443223,108.5,50,40
67.91794872,119.6,37.5,30
64.96068376,130.7,38.8,31
72.48547009,141.8,50,40
67.24542125,140.1,38.8,31
65.62588523,138.3,40,32
73.81880342,136.6,51.3,41
74.91379731,123.9,47.5,38
77.46178266,111.3,50,40
72.73455433,98.6,42.5,34
65.10297121,100.4,35,28
